SecFrom20170901	location	place	none
779076	0	1	48
779075	0	4	36
779074	0	1	39
779073	0	3	56
779072	1	6	31
779071	1	2	43
779070	0	4	31
779069	0	4	48
779068	0	1	47
779067	0	5	31
779066	0	3	42
779065	0	5	47
779064	0	5	47
779063	0	1	45
779062	2	2	51
779061	0	3	54
779060	0	1	43
779059	0	2	44
779058	0	3	55
779057	0	7	38
779056	0	6	36
779055	0	3	43
779054	0	1	34
779053	0	2	31
779052	0	4	53
779051	0	3	35
779050	0	3	49
779049	0	2	38
779048	1	4	45
779047	0	4	54
779046	0	2	32
779045	1	1	39
779044	0	1	49
779043	1	2	43
779042	0	1	51
779041	0	2	51
779040	0	1	53
779039	0	3	48
779038	0	1	46
779037	0	3	44
779036	0	3	43
779035	0	1	38
779034	0	2	42
779033	1	3	52
779032	0	4	53
779031	0	4	47
779030	0	3	32
779029	0	2	59
779028	0	1	43
779027	0	2	43
779026	0	1	45
779025	0	4	42
779024	0	7	41
779023	0	2	36
779022	0	1	43
779021	0	1	43
779020	0	0	44
779019	0	4	49
779018	0	5	38
779017	0	5	54
779016	0	3	43
779015	0	4	39
779014	0	2	42
779013	0	5	45
779012	0	6	37
779011	0	3	35
779010	0	1	42
779009	0	2	48
779008	0	3	49
779007	0	2	49
779006	0	2	47
779005	0	1	41
779004	0	4	32
779003	0	1	54
779002	1	4	56
779001	0	5	41
779000	0	1	49
778999	0	2	36
778998	0	1	50
778997	0	2	58
778996	0	1	40
778995	0	5	38
778994	0	0	48
778993	0	4	57
778992	0	3	44
778991	0	2	42
778990	0	3	53
778989	0	1	37
778988	0	5	45
778987	0	3	62
778986	0	2	54
778985	0	2	64
778984	0	1	47
778983	0	5	48
778982	0	4	40
778981	0	1	47
778980	0	2	49
778979	0	7	44
778978	0	2	41
778977	1	4	49
778976	0	2	34
778975	0	3	50
778974	0	3	36
778973	0	4	46
778972	0	5	38
778971	0	1	47
778970	0	4	52
778969	0	4	39
778968	0	4	48
778967	0	2	39
778966	0	2	52
778965	0	10	37
778964	0	5	46
778963	0	1	48
778962	0	3	30
778961	0	1	56
778960	0	2	39
778959	0	2	37
778958	0	3	46
778957	0	2	54
778956	0	1	52
778955	0	5	50
778954	0	3	32
778953	0	5	45
778952	2	1	40
778951	0	2	35
778950	0	2	53
778949	0	2	36
778948	1	1	46
778947	1	4	46
778946	0	0	47
778945	0	3	54
778944	0	2	51
778943	0	2	38
778942	1	6	68
778941	1	3	45
778940	0	4	39
778939	0	2	56
778938	0	7	45
778937	0	2	35
778936	1	2	50
778935	1	6	55
778934	0	6	41
778933	0	6	40
778932	0	2	46
778931	1	8	43
778930	0	6	49
778929	0	4	49
778928	0	4	49
778927	0	3	52
778926	0	3	44
778925	0	3	37
778924	2	4	40
778923	0	1	53
778922	0	3	47
778921	0	4	46
778920	0	5	41
778919	0	2	46
778918	0	2	40
778917	0	1	50
778916	0	6	47
778915	0	5	40
778914	0	2	41
778913	0	3	37
778912	0	2	56
778911	1	2	46
778910	0	4	47
778909	0	2	47
778908	0	2	43
778907	0	7	41
778906	0	10	57
778905	0	3	47
778904	0	4	58
778903	0	1	45
778902	1	0	41
778901	0	5	38
778900	1	3	41
778899	0	3	45
778898	0	4	39
778897	0	4	42
778896	0	8	40
778895	0	3	34
778894	0	3	37
778893	0	1	42
778892	0	3	46
778891	0	1	39
778890	0	0	48
778889	0	4	39
778888	0	3	46
778887	0	2	56
778886	0	1	39
778885	0	2	47
778884	0	2	60
778883	0	1	53
778882	0	4	34
778881	1	8	63
778880	0	5	53
778879	0	2	51
778878	0	3	65
778877	0	3	31
778876	0	2	50
778875	0	4	49
778874	0	5	53
778873	0	4	36
778872	0	2	41
778871	0	1	45
778870	0	1	45
778869	0	3	60
778868	0	1	39
778867	0	4	49
778866	0	3	61
778865	0	4	55
778864	0	5	50
778863	0	3	53
778862	0	2	58
778861	0	5	54
778860	0	3	45
778859	0	2	39
778858	0	4	56
778857	0	2	39
778856	0	2	56
778855	0	4	40
778854	0	3	36
778853	0	4	38
778852	0	1	58
778851	1	0	55
778850	0	7	41
778849	0	5	39
778848	0	1	35
778847	0	8	47
778846	0	2	44
778845	0	5	44
778844	0	6	49
778843	0	1	57
778842	0	5	39
778841	0	4	47
778840	0	3	46
778839	0	2	45
778838	0	2	45
778837	0	6	36
778836	1	6	57
778835	0	3	50
778834	0	1	50
778833	0	0	53
778832	0	4	58
778831	0	1	47
778830	0	3	60
778829	0	7	46
778828	0	4	36
778827	0	2	47
778826	0	3	49
778825	1	3	47
778824	0	3	52
778823	1	6	55
778822	0	2	64
778821	0	0	44
778820	0	6	43
778819	0	2	49
778818	0	4	40
778817	0	4	52
778816	0	6	49
778815	2	5	37
778814	1	2	53
778813	0	2	36
778812	0	4	31
778811	0	5	53
778810	0	2	41
778809	0	3	34
778808	2	1	50
778807	0	5	59
778806	0	4	59
778805	0	2	54
778804	1	1	47
778803	0	4	51
778802	0	3	47
778801	0	1	45
778800	0	4	47
778799	0	2	42
778798	0	4	40
778797	0	6	50
778796	0	2	38
778795	0	7	41
778794	0	0	35
778793	0	2	43
778792	0	5	42
778791	0	1	54
778790	1	5	59
778789	0	3	28
778788	1	3	83
778787	0	12	43
778786	0	5	36
778785	0	3	32
778784	0	1	46
778783	1	2	41
778782	0	3	46
778781	0	3	50
778780	0	3	49
778779	0	7	62
778778	0	3	44
778777	0	2	48
778776	0	0	38
778775	0	0	49
778774	1	2	48
778773	0	4	54
778772	0	5	47
778771	0	4	59
778770	0	4	53
778769	0	1	45
778768	0	1	50
778767	0	2	38
778766	0	2	53
778765	0	2	51
778764	1	6	50
778763	0	1	55
778762	0	2	49
778761	0	3	52
778760	0	4	57
778759	0	5	46
778758	0	4	35
778757	0	4	41
778756	0	3	47
778755	0	2	38
778754	0	6	43
778753	0	2	44
778752	0	1	44
778751	0	4	50
778750	0	5	37
778749	0	3	44
778748	0	1	53
778747	0	3	48
778746	0	4	39
778745	1	3	37
778744	2	2	52
778743	0	5	55
778742	0	4	32
778741	0	2	53
778740	1	2	68
778739	1	4	36
778738	0	6	48
778737	0	1	38
778736	0	2	44
778735	0	4	51
778734	0	1	49
778733	0	3	51
778732	0	3	39
778731	0	10	46
778730	0	3	29
778729	0	3	43
778728	0	3	45
778727	0	3	37
778726	0	3	43
778725	1	2	51
778724	0	4	48
778723	0	3	55
778722	0	7	42
778721	1	3	44
778720	0	0	40
778719	0	3	46
778718	1	4	47
778717	0	2	50
778716	0	4	40
778715	0	2	43
778714	1	3	38
778713	0	2	48
778712	0	3	52
778711	0	3	44
778710	0	5	49
778709	0	5	56
778708	0	2	41
778707	0	1	57
778706	0	3	43
778705	0	0	36
778704	0	4	31
778703	0	5	42
778702	0	7	54
778701	0	4	55
778700	0	4	51
778699	0	3	45
778698	0	1	49
778697	1	1	49
778696	0	5	51
778695	0	1	55
778694	0	1	61
778693	0	4	51
778692	0	5	36
778691	0	0	53
778690	0	2	55
778689	0	3	42
778688	2	5	42
778687	2	5	42
778686	1	2	44
778685	1	2	61
778684	3	3	54
778683	2	5	41
778682	1	5	67
778681	0	2	44
778680	0	2	44
778679	0	4	51
778678	0	4	48
778677	1	3	48
778676	0	2	51
778675	0	2	43
778674	0	2	50
778673	0	1	47
778672	0	6	56
778671	0	1	42
778670	0	1	54
778669	0	1	42
778668	1	4	46
778667	0	2	44
778666	0	4	57
778665	0	4	43
778664	0	4	32
778663	0	2	56
778662	0	3	40
778661	0	4	42
778660	0	3	41
778659	0	4	41
778658	0	2	44
778657	0	10	53
778656	0	3	57
778655	0	2	40
778654	0	4	42
778653	0	2	56
778652	0	2	48
778651	0	5	50
778650	0	4	53
778649	0	2	50
778648	1	5	65
778647	1	2	55
778646	1	2	55
778645	0	5	44
778644	0	5	46
778643	0	6	57
778642	0	3	51
778641	0	2	51
778640	0	2	56
778639	1	3	42
778638	0	4	61
778637	0	3	66
778636	0	5	55
778635	0	4	48
778634	0	4	46
778633	0	5	53
778632	0	3	44
778631	0	5	46
778630	0	1	51
778629	0	5	50
778628	1	2	41
778627	0	7	46
778626	1	2	51
778625	0	2	48
778624	0	3	52
778623	0	2	57
778622	0	4	46
778621	0	2	44
778620	1	9	38
778619	0	3	40
778618	0	5	46
778617	0	3	55
778616	0	4	47
778615	0	3	32
778614	0	4	48
778613	0	2	59
778612	0	2	47
778611	0	2	36
778610	0	3	48
778609	0	5	41
778608	0	4	43
778607	0	3	46
778606	0	5	42
778605	0	5	42
778604	0	3	52
778603	0	4	45
778602	0	1	51
778601	1	6	45
778600	0	4	41
778599	0	3	51
778598	1	3	44
778597	0	2	43
778596	0	2	53
778595	0	5	51
778594	0	6	45
778593	0	3	49
778592	0	3	37
778591	0	3	43
778590	0	3	45
778589	0	3	60
778588	0	5	48
778587	0	1	44
778586	0	2	55
778585	1	2	52
778584	0	5	46
778583	0	4	59
778582	0	3	61
778581	0	2	67
778580	0	5	54
778579	1	5	46
778578	0	2	49
778577	0	4	45
778576	0	4	49
778575	0	3	38
778574	1	1	51
778573	0	3	40
778572	0	5	41
778571	0	2	53
778570	0	1	52
778569	0	3	44
778568	0	5	44
778567	0	5	42
778566	0	1	47
778565	0	5	34
778564	0	7	51
778563	0	3	39
778562	1	3	43
778561	0	1	39
778560	0	4	49
778559	1	2	47
778558	0	4	51
778557	0	2	43
778556	1	1	47
778555	2	3	47
778554	0	4	51
778553	0	1	32
778552	0	1	37
778551	0	2	52
778550	0	0	48
778549	0	3	49
778548	0	2	40
778547	1	5	50
778546	0	2	43
778545	1	3	52
778544	0	3	44
778543	1	4	52
778542	0	5	37
778541	0	4	57
778540	0	3	48
778539	1	3	42
778538	0	3	48
778537	0	4	39
778536	0	2	51
778535	0	2	44
778534	0	3	47
778533	0	0	45
778532	1	3	51
778531	0	2	49
778530	1	4	38
778529	0	2	49
778528	1	5	53
778527	0	1	48
778526	0	2	47
778525	0	4	42
778524	0	5	48
778523	0	7	38
778522	0	7	41
778521	0	2	54
778520	0	3	37
778519	1	2	40
778518	0	3	44
778517	0	0	52
778516	0	1	39
778515	0	2	51
778514	0	3	58
778513	0	1	60
778512	0	3	66
778511	0	2	72
778510	0	2	61
778509	0	2	52
778508	0	2	43
778507	1	3	60
778506	1	2	52
778505	0	3	64
778504	0	3	56
778503	0	5	46
778502	0	3	56
778501	1	1	44
778500	0	3	69
778499	0	4	51
778498	0	0	53
778497	1	2	48
778496	0	4	49
778495	0	2	40
778494	0	4	48
778493	0	3	45
778492	0	2	35
778491	0	3	46
778490	1	5	44
778489	0	4	44
778488	2	6	52
778487	2	2	43
778486	0	3	54
778485	0	5	63
778484	2	2	48
778483	0	3	38
778482	1	7	53
778481	0	3	44
778480	0	2	54
778479	0	2	51
778478	0	4	41
778477	0	3	57
778476	0	2	44
778475	0	3	62
778474	0	3	48
778473	0	4	53
778472	0	2	53
778471	2	1	46
778470	0	3	56
778469	0	3	40
778468	0	2	54
778467	0	1	53
778466	0	4	42
778465	0	2	53
778464	0	4	43
778463	0	7	45
778462	0	4	43
778461	0	4	48
778460	0	4	55
778459	0	2	44
778458	0	3	47
778457	0	2	48
778456	0	2	45
778455	0	2	48
778454	0	2	50
778453	0	8	37
778452	1	1	51
778451	0	3	39
778450	0	3	59
778449	0	1	56
778448	1	3	54
778447	0	4	54
778446	0	3	30
778445	0	5	46
778444	1	2	55
778443	0	2	45
778442	0	3	46
778441	1	2	48
778440	0	2	47
778439	0	1	52
778438	1	4	52
778437	0	3	54
778436	1	0	50
778435	0	3	44
778434	0	3	57
778433	0	7	42
778432	0	6	34
778431	0	2	40
778430	0	2	52
778429	1	2	50
778428	0	2	43
778427	0	1	37
778426	0	3	57
778425	0	2	49
778424	0	2	50
778423	1	1	48
778422	0	1	50
778421	0	1	63
778420	0	3	48
778419	0	2	48
778418	0	5	35
778417	0	4	55
778416	0	2	41
778415	0	5	50
778414	0	1	42
778413	0	3	41
778412	0	4	41
778411	0	4	38
778410	1	2	39
778409	0	7	55
778408	1	2	62
778407	0	5	39
778406	0	3	49
778405	1	2	43
778404	0	2	49
778403	0	6	38
778402	0	2	62
778401	2	7	60
778400	0	5	32
778399	0	3	55
778398	0	2	48
778397	2	6	47
778396	0	5	51
778395	0	3	53
778394	0	4	46
778393	0	3	46
778392	0	1	46
778391	1	2	46
778390	0	2	42
778389	0	3	60
778388	0	3	48
778387	0	5	39
778386	0	4	37
778385	0	2	42
778384	0	3	37
778383	0	5	45
778382	0	3	55
778381	0	1	60
778380	0	5	38
778379	0	3	48
778378	0	4	43
778377	0	1	44
778376	0	2	43
778375	0	3	64
778374	0	4	43
778373	0	5	44
778372	0	3	46
778371	0	4	39
778370	0	3	48
778369	0	4	40
778368	1	2	60
778367	0	2	56
778366	0	5	47
778365	0	3	54
778364	0	7	41
778363	0	6	39
778362	1	3	46
778361	0	3	48
778360	0	6	45
778359	0	5	47
778358	0	2	42
778357	0	3	46
778356	0	2	57
778355	0	5	43
778354	0	3	49
778353	0	3	60
778352	0	2	46
778351	0	3	50
778350	0	5	61
778349	0	6	45
778348	1	2	56
778347	0	1	47
778346	1	5	50
778345	0	2	51
778344	0	5	61
778343	0	6	74
778342	0	2	48
778341	1	7	42
778340	1	0	56
778339	1	5	47
778338	0	2	55
778337	1	6	46
778336	0	5	45
778335	0	0	66
778334	0	8	46
778333	0	0	60
778332	0	3	51
778331	0	2	52
778330	1	3	44
778329	1	1	41
778328	1	2	44
778327	0	7	38
778326	0	4	58
778325	0	2	52
778324	0	4	58
778323	1	0	55
778322	0	3	66
778321	0	1	34
778320	0	0	52
778319	1	8	54
778318	0	4	36
778317	0	3	37
778316	1	2	39
778315	0	0	34
778314	0	3	50
778313	0	6	55
778312	0	4	51
778311	0	7	48
778310	1	3	48
778309	1	4	55
778308	0	3	48
778307	0	3	49
778306	0	4	47
778305	0	0	59
778304	0	3	48
778303	0	0	50
778302	0	4	70
778301	0	2	55
778300	0	2	44
778299	0	2	49
778298	0	0	58
778297	0	1	48
778296	0	2	45
778295	0	3	55
778294	0	5	46
778293	0	1	47
778292	0	1	33
778291	2	5	56
778290	0	1	44
778289	0	3	44
778288	0	2	40
778287	0	3	40
778286	0	4	57
778285	0	2	42
778284	0	4	56
778283	0	0	39
778282	0	6	51
778281	0	7	47
778280	0	2	54
778279	0	1	42
778278	0	1	62
778277	0	3	46
778276	1	7	50
778275	0	3	50
778274	0	2	46
778273	0	2	38
778272	0	1	49
778271	0	4	51
778270	0	6	44
778269	0	5	51
778268	0	5	33
778267	0	5	44
778266	0	2	36
778265	1	3	50
778264	0	3	49
778263	2	4	42
778262	0	3	44
778261	0	2	54
778260	2	5	42
778259	0	2	37
778258	0	5	52
778257	1	4	48
778256	0	3	61
778255	0	3	38
778254	0	2	53
778253	0	4	44
778252	0	1	52
778251	1	6	40
778250	0	3	38
778249	0	1	50
778248	1	5	39
778247	0	1	40
778246	0	4	43
778245	0	7	52
778244	1	3	45
778243	0	4	29
778242	0	3	56
778241	0	4	40
778240	0	3	48
778239	0	1	42
778238	1	5	58
778237	2	1	33
778236	0	4	50
778235	0	9	53
778234	0	3	49
778233	0	6	35
778232	0	2	54
778231	0	1	45
778230	0	4	53
778229	0	7	46
778228	0	2	46
778227	0	4	50
778226	0	3	51
778225	0	2	32
778224	0	4	44
778223	0	2	38
778222	0	2	39
778221	0	0	45
778220	0	6	41
778219	0	4	45
778218	0	1	39
778217	1	5	44
778216	0	3	43
778215	1	1	55
778214	1	4	68
778213	0	2	53
778212	0	4	35
778211	0	1	60
778210	1	1	55
778209	0	1	51
778208	0	2	41
778207	0	2	41
778206	0	3	51
778205	0	6	56
778204	0	3	56
778203	0	6	60
778202	0	2	49
778201	0	2	46
778200	0	2	37
778199	0	2	55
778198	0	4	30
778197	1	5	40
778196	0	2	51
778195	0	2	44
778194	1	3	47
778193	1	2	47
778192	0	6	53
778191	0	2	52
778190	1	7	44
778189	0	4	43
778188	0	5	33
778187	0	2	44
778186	0	5	49
778185	0	3	53
778184	0	3	50
778183	0	4	44
778182	0	4	55
778181	0	2	51
778180	0	5	48
778179	0	6	44
778178	0	4	38
778177	0	4	40
778176	0	3	51
778175	1	3	44
778174	0	3	44
778173	0	6	44
778172	0	2	51
778171	0	2	51
778170	0	3	53
778169	0	1	54
778168	0	0	43
778167	0	5	58
778166	0	2	50
778165	1	6	49
778164	0	5	52
778163	0	2	62
778162	0	5	50
778161	1	3	52
778160	0	2	45
778159	1	4	52
778158	1	3	47
778157	1	3	50
778156	0	7	45
778155	0	3	52
778154	0	7	41
778153	0	4	42
778152	0	6	48
778151	0	1	55
778150	0	1	52
778149	0	2	64
778148	0	3	43
778147	0	9	58
778146	0	1	40
778145	0	6	50
778144	0	2	46
778143	1	3	51
778142	0	9	55
778141	0	4	42
778140	0	5	32
778139	0	2	39
778138	0	1	47
778137	0	3	48
778136	0	4	48
778135	0	7	38
778134	0	3	42
778133	0	5	43
778132	0	3	42
778131	0	4	44
778130	0	3	42
778129	0	2	53
778128	0	5	51
778127	0	3	38
778126	0	5	52
778125	0	7	49
778124	0	5	47
778123	0	2	51
778122	1	3	49
778121	0	3	50
778120	0	4	54
778119	0	2	49
778118	0	2	39
778117	0	3	54
778116	0	9	37
778115	0	1	49
778114	0	3	48
778113	0	2	42
778112	2	5	55
778111	0	3	59
778110	0	3	57
778109	0	4	31
778108	0	4	48
778107	0	6	51
778106	0	2	39
778105	0	3	52
778104	0	7	42
778103	1	4	50
778102	0	2	53
778101	0	3	49
778100	1	4	53
778099	0	3	56
778098	0	3	50
778097	0	3	30
778096	0	3	44
778095	0	1	33
778094	1	5	47
778093	0	10	48
778092	0	2	42
778091	0	6	37
778090	0	4	43
778089	0	3	44
778088	0	6	51
778087	0	4	54
778086	0	1	44
778085	0	4	63
778084	0	3	60
778083	0	5	56
778082	0	3	62
778081	0	2	48
778080	1	2	57
778079	0	4	43
778078	0	6	49
778077	0	5	42
778076	1	2	54
778075	0	4	50
778074	0	8	44
778073	0	6	52
778072	0	1	41
778071	0	2	47
778070	0	2	55
778069	1	1	40
778068	0	5	40
778067	0	5	37
778066	0	3	56
778065	0	5	53
778064	0	6	50
778063	0	1	46
778062	0	3	58
778061	0	7	44
778060	0	3	49
778059	0	7	47
778058	0	4	43
778057	0	3	60
778056	0	5	43
778055	0	4	43
778054	1	3	60
778053	0	5	40
778052	0	2	49
778051	0	3	47
778050	1	1	51
778049	0	1	49
778048	0	4	59
778047	0	5	54
778046	0	3	46
778045	0	2	53
778044	1	4	51
778043	0	4	54
778042	0	2	40
778041	1	4	65
778040	0	2	63
778039	1	6	63
778038	0	3	42
778037	0	7	53
778036	1	3	77
778035	0	5	63
778034	0	3	64
778033	0	3	50
778032	0	2	44
778031	1	2	50
778030	0	2	47
778029	0	1	53
778028	0	4	57
778027	0	1	51
778026	0	3	70
778025	1	1	49
778024	1	2	57
778023	0	2	102
778022	0	2	51
778021	0	7	40
778020	0	2	47
778019	0	2	50
778018	0	3	47
778017	0	7	60
778016	0	4	62
778015	2	5	50
778014	0	4	44
778013	0	6	41
778012	0	2	40
778011	0	5	87
778010	0	1	38
778009	0	3	58
778008	0	5	37
778007	0	1	37
778006	0	3	42
778005	1	0	46
778004	0	1	34
778003	0	5	46
778002	0	4	55
778001	0	3	54
778000	0	3	45
777999	1	4	55
777998	1	3	54
777997	0	4	46
777996	0	3	58
777995	0	2	51
777994	0	3	47
777993	0	3	46
777992	0	0	56
777991	1	5	49
777990	0	2	51
777989	0	6	42
777988	0	4	52
777987	1	3	55
777986	1	3	46
777985	0	3	42
777984	0	4	44
777983	0	3	46
777982	0	2	60
777981	0	0	54
777980	0	4	54
777979	0	3	41
777978	0	3	52
777977	1	4	39
777976	0	2	58
777975	0	3	41
777974	0	2	53
777973	1	5	57
777972	0	3	62
777971	0	3	54
777970	0	3	45
777969	0	7	48
777968	0	5	47
777967	0	4	46
777966	2	3	56
777965	1	1	71
777964	1	6	58
777963	0	2	55
777962	0	3	38
777961	0	2	61
777960	0	4	57
777959	0	6	39
777958	0	2	60
777957	1	3	66
777956	0	4	45
777955	1	4	40
777954	0	0	52
777953	1	6	52
777952	0	3	50
777951	0	3	44
777950	0	2	51
777949	0	4	37
777948	0	3	48
777947	0	4	51
777946	1	3	47
777945	1	2	49
777944	0	2	48
777943	0	3	43
777942	0	4	40
777941	0	5	48
777940	0	2	49
777939	0	6	47
777938	0	3	47
777937	0	3	49
777936	0	4	55
777935	0	3	34
777934	0	3	43
777933	0	8	50
777932	0	5	57
777931	0	4	53
777930	0	2	49
777929	1	3	37
777928	0	3	50
777927	0	5	41
777926	0	2	44
777925	0	3	62
777924	0	5	59
777923	0	4	48
777922	0	6	52
777921	0	2	44
777920	0	0	60
777919	1	3	52
777918	0	2	47
777917	0	9	34
777916	0	1	53
777915	0	3	53
777914	0	2	58
777913	0	1	54
777912	0	2	56
777911	0	4	51
777910	0	3	53
777909	0	2	48
777908	0	3	47
777907	1	2	53
777906	1	9	54
777905	0	3	47
777904	0	3	66
777903	0	3	62
777902	0	4	54
777901	0	4	44
777900	1	1	53
777899	0	4	45
777898	0	5	61
777897	0	4	40
777896	0	7	43
777895	0	6	49
777894	0	0	47
777893	1	1	39
777892	0	5	37
777891	1	6	40
777890	0	3	52
777889	0	2	42
777888	0	2	45
777887	1	3	44
777886	0	5	53
777885	0	1	52
777884	0	2	40
777883	0	5	55
777882	0	5	55
777881	1	2	38
777880	0	3	40
777879	0	4	52
777878	1	2	45
777877	0	5	38
777876	0	6	42
777875	0	5	52
777874	0	3	47
777873	0	2	36
777872	0	3	52
777871	0	2	52
777870	0	2	56
777869	0	3	54
777868	0	1	41
777867	0	4	50
777866	0	2	44
777865	1	4	44
777864	0	6	49
777863	1	1	52
777862	0	4	57
777861	0	3	48
777860	0	4	50
777859	0	5	52
777858	0	8	53
777857	0	1	51
777856	0	5	54
777855	0	5	51
777854	0	2	42
777853	0	5	43
777852	2	2	40
777851	0	4	54
777850	0	2	49
777849	0	3	40
777848	0	1	55
777847	0	8	57
777846	0	2	47
777845	0	1	56
777844	0	4	47
777843	0	1	56
777842	0	0	55
777841	0	5	56
777840	0	1	48
777839	0	2	37
777838	1	3	41
777837	1	2	51
777836	0	4	39
777835	0	5	46
777834	0	3	52
777833	0	5	53
777832	0	3	50
777831	0	4	52
777830	0	5	50
777829	0	3	55
777828	0	4	57
777827	0	6	59
777826	0	2	52
777825	1	2	44
777824	0	4	44
777823	0	4	51
777822	0	2	57
777821	0	2	38
777820	0	7	47
777819	0	2	47
777818	0	7	37
777817	0	1	54
777816	0	5	59
777815	0	2	39
777814	0	5	57
777813	0	4	98
777812	3	1	50
777811	1	5	53
777810	1	1	56
777809	0	4	53
777808	0	3	50
777807	0	5	63
777806	0	2	64
777805	0	6	45
777804	0	5	61
777803	0	4	44
777802	0	0	44
777801	0	3	46
777800	1	2	34
777799	0	5	55
777798	1	3	40
777797	0	5	51
777796	0	5	59
777795	0	2	40
777794	0	2	45
777793	0	3	41
777792	0	1	59
777791	0	3	53
777790	0	1	48
777789	0	3	50
777788	0	2	59
777787	0	5	51
777786	0	7	46
777785	0	2	41
777784	0	3	52
777783	0	3	54
777782	0	4	57
777781	0	3	47
777780	0	1	46
777779	0	4	45
777778	0	2	40
777777	0	6	50
777776	0	3	38
777775	0	6	56
777774	0	6	49
777773	0	4	56
777772	0	1	59
777771	0	2	50
777770	0	4	44
777769	1	3	57
777768	1	4	41
777767	1	3	46
777766	0	3	35
777765	0	3	43
777764	0	4	50
777763	0	3	47
777762	0	1	44
777761	1	1	36
777760	0	5	56
777759	0	2	44
777758	0	6	61
777757	1	2	62
777756	0	2	49
777755	0	2	47
777754	0	5	61
777753	0	6	58
777752	0	6	53
777751	1	3	61
777750	0	1	67
777749	0	3	49
777748	0	6	47
777747	0	2	44
777746	0	5	47
777745	0	6	44
777744	1	2	49
777743	0	3	54
777742	0	6	54
777741	0	1	73
777740	0	2	57
777739	0	5	60
777738	0	7	44
777737	0	5	57
777736	0	8	48
777735	0	5	49
777734	0	2	43
777733	0	4	57
777732	0	4	60
777731	0	6	56
777730	1	3	44
777729	0	6	58
777728	0	2	49
777727	1	5	55
777726	0	8	39
777725	1	4	41
777724	0	3	55
777723	0	3	59
777722	0	2	45
777721	0	4	64
777720	0	1	51
777719	0	4	50
777718	0	5	42
777717	0	6	56
777716	1	6	48
777715	1	2	56
777714	1	3	43
777713	0	2	44
777712	0	3	52
777711	0	6	72
777710	0	4	36
777709	0	6	54
777708	1	0	45
777707	0	3	51
777706	0	3	56
777705	0	2	46
777704	0	1	48
777703	0	2	68
777702	0	3	47
777701	0	3	36
777700	0	2	35
777699	1	2	51
777698	0	2	51
777697	0	5	62
777696	0	2	45
777695	0	1	55
777694	1	4	49
777693	0	3	48
777692	1	4	46
777691	1	3	53
777690	0	4	48
777689	0	10	37
777688	0	2	53
777687	0	1	56
777686	0	1	46
777685	0	2	50
777684	1	4	50
777683	0	3	47
777682	0	2	47
777681	0	1	55
777680	1	2	44
777679	0	5	47
777678	0	4	51
777677	0	4	53
777676	0	3	37
777675	1	6	44
777674	0	4	49
777673	1	4	53
777672	0	3	43
777671	0	0	53
777670	0	2	51
777669	0	5	48
777668	0	3	63
777667	0	3	42
777666	0	4	56
777665	1	3	62
777664	0	4	42
777663	0	2	62
777662	0	3	34
777661	0	6	60
777660	0	2	58
777659	1	3	44
777658	0	0	52
777657	0	2	49
777656	0	3	59
777655	0	4	48
777654	0	3	60
777653	0	4	50
777652	0	3	52
777651	1	3	57
777650	1	2	50
777649	0	3	52
777648	0	4	50
777647	0	3	61
777646	0	2	45
777645	0	3	62
777644	0	6	48
777643	0	7	61
777642	0	0	53
777641	0	4	47
777640	0	5	48
777639	0	4	61
777638	0	3	47
777637	0	7	54
777636	1	6	64
777635	0	5	41
777634	0	4	48
777633	1	5	47
777632	0	6	50
777631	0	3	52
777630	1	5	52
777629	0	10	56
777628	0	3	66
777627	0	2	51
777626	0	3	47
777625	0	3	52
777624	0	2	58
777623	0	7	51
777622	0	4	45
777621	1	3	77
777620	0	6	71
777619	0	5	50
777618	0	5	57
777617	0	4	65
777616	0	6	60
777615	0	5	54
777614	0	8	59
777613	0	3	51
777612	0	3	70
777611	1	3	46
777610	0	4	58
777609	1	7	67
777608	1	7	52
777607	1	2	66
777606	0	6	59
777605	0	6	67
777604	2	4	55
777603	2	2	61
777602	0	3	79
777601	1	4	61
777600	1	3	70
777599	0	4	53
777598	1	4	55
777597	0	4	39
777596	0	4	51
777595	0	2	55
777594	0	3	52
777593	2	3	53
777592	1	3	54
777591	0	5	52
777590	0	3	54
777589	0	4	34
777588	1	3	49
777587	0	4	51
777586	0	7	55
777585	0	5	50
777584	0	6	50
777583	0	1	47
777582	0	0	52
777581	0	5	43
777580	2	0	57
777579	0	1	49
777578	1	5	52
777577	0	3	56
777576	0	2	63
777575	1	2	53
777574	0	6	49
777573	0	1	59
777572	0	4	45
777571	0	6	48
777570	0	5	47
777569	0	4	50
777568	0	3	55
777567	0	5	50
777566	0	1	65
777565	0	5	64
777564	0	2	54
777563	0	0	48
777562	1	5	43
777561	1	2	46
777560	0	1	52
777559	0	2	57
777558	0	8	43
777557	0	5	44
777556	0	1	47
777555	0	7	53
777554	0	1	53
777553	0	1	63
777552	0	5	50
777551	0	3	50
777550	0	1	43
777549	0	6	44
777548	0	0	50
777547	0	3	46
777546	0	5	53
777545	2	3	49
777544	0	1	50
777543	1	4	56
777542	0	4	54
777541	0	0	52
777540	0	5	47
777539	0	5	49
777538	0	1	46
777537	0	2	42
777536	1	7	48
777535	2	4	49
777534	0	6	50
777533	0	5	50
777532	0	2	60
777531	0	3	46
777530	0	3	43
777529	0	2	52
777528	0	3	53
777527	0	1	46
777526	0	1	48
777525	0	4	35
777524	0	2	44
